id_inseminacao,id_animal,brinco,categoria,tipo_marran,data_inseminacao,num_semen,linhagem_semen,idade_semen,dose,ordem_dose,metodo,tecnico,semana_suina,data_registro,observacao
ef984623-ecb0-44f0-9a71-7d0f5073cce1,68bd2b20-b94b-4aaf-b7b6-be5304409700,40987,Matriz,AM (Avó Materna),2025-03-19,76548,Agroceres,3,60.0,Primeira,Tradicional,Hugo,1,2025-03-19,
